status	mode	depth	fanin	rem	module	path
TODO	struct	4	2	17	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/alloc/ShiftedMpIntHandler.java
TODO	struct	3	6	67	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitAllocationModel.java
TODO	struct	3	9	28	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitDataFlowExecutor.java
TODO	struct	3	9	15	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitOpUseModel.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/BoolNegateOpGen.java
TODO	struct	5	3	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/ExceptionHandler.java
TODO	struct	5	6	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/FieldForArrDirect.java
TODO	struct	5	4	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/FieldForContext.java
TODO	struct	5	3	8	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/FieldForExitSlot.java
TODO	struct	6	4	8	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/FieldForVarnode.java
TODO	struct	5	3	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/FieldForPcodeOp.java
TODO	struct	5	5	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/FieldForSpaceIndirect.java
TODO	struct	5	3	8	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/FieldForUserop.java
TODO	struct	4	3	23	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/BranchOpGen.java
TODO	struct	3	1	10	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/BranchIndOpGen.java
TODO	struct	3	1	8	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/CallOtherMissingOpGen.java
TODO	struct	3	2	34	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/CallOtherOpGen.java
TODO	struct	4	3	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/PhiOpGen.java
TODO	struct	3	1	9	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/CatenateOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/FloatFloat2FloatOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/FloatInt2FloatOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/FloatNaNOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/FloatTruncOpGen.java
TODO	struct	4	4	18	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntAddOpGen.java
TODO	struct	3	1	9	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/Int2CompOpGen.java
TODO	struct	3	1	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntCarryOpGen.java
TODO	struct	3	2	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntDivOpGen.java
TODO	struct	4	3	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntNotEqualOpGen.java
TODO	struct	3	1	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntEqualOpGen.java
TODO	struct	3	1	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntLeftOpGen.java
TODO	struct	4	2	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntRemOpGen.java
TODO	struct	4	2	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntSDivOpGen.java
TODO	struct	4	2	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntSRemOpGen.java
TODO	struct	3	2	10	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntMultOpGen.java
TODO	struct	3	1	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntNegateOpGen.java
TODO	struct	3	1	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntRightOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntSBorrowOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntSCarryOpGen.java
TODO	struct	3	1	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntSRightOpGen.java
TODO	struct	3	1	8	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/IntSubOpGen.java
TODO	struct	3	2	21	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/LoadOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/LzCountOpGen.java
TODO	struct	3	1	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/NopOpGen.java
TODO	struct	3	1	6	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/PopCountOpGen.java
TODO	struct	3	2	10	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/StoreOpGen.java
TODO	struct	3	2	7	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/SubPieceOpGen.java
TODO	struct	3	1	9	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/SynthSubPieceOpGen.java
TODO	struct	3	1	8	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/UnimplementedOpGen.java
TODO	struct	1	8	1	pcode	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/JitThreadBytesPcodeExecutorState.java
TODO	struct	0	98	6	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangFieldToken.java
TODO	struct	1	86	6	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangVariableDecl.java
TODO	struct	0	93	7	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangVariableToken.java
TODO	struct	0	88	6	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangFuncNameToken.java
TODO	struct	0	87	7	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangTypeToken.java
TODO	struct	0	86	6	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangLabelToken.java
TODO	struct	0	86	7	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangSyntaxToken.java
TODO	struct	0	85	77	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/ClangBitFieldToken.java
TODO	struct	4	26	91	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/BoundImportForwarderRef.java
TODO	struct	3	25	92	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/BoundImportDescriptor.java
TODO	struct	4	51	1	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/PeUtils.java
TODO	struct	6	3	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/mz/OldDOSHeader.java
TODO	struct	5	8	73	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/mz/DOSHeader.java
TODO	struct	4	34	4	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/PortableExecutable.java
TODO	struct	3	42	6	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/DataDirectory.java
TODO	struct	2	26	6	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/BoundImportDataDirectory.java
TODO	struct	3	25	74	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ArchitectureDataDirectory.java
TODO	struct	4	25	93	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/BaseRelocation.java
TODO	struct	3	25	4	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/BaseRelocationDataDirectory.java
TODO	struct	5	28	91	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ImportByName.java
TODO	struct	5	29	92	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ThunkData.java
TODO	struct	4	25	74	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/DelayImportDescriptor.java
TODO	struct	3	25	77	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/DelayImportDataDirectory.java
TODO	struct	3	26	82	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ExportDataDirectory.java
TODO	struct	3	25	3	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/GlobalPointerDataDirectory.java
TODO	struct	4	25	73	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/DefaultDataDirectory.java
TODO	struct	6	21	98	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/data/CreateArrayCmd.java
TODO	struct	7	29	96	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/SectionHeader.java
TODO	struct	11	51	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/OptionUtils.java
TODO	struct	12	60	79	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/SpecExtension.java
TODO	struct	11	3	2	app	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/sourcelanguage/SourceLanguageService.java
TODO	struct	10	42	68	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/AbstractProgramLoader.java
TODO	struct	9	27	74	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ImageRuntimeFunctionEntries_X86.java
TODO	struct	8	25	74	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ImageRuntimeFunctionEntries_ARM.java
TODO	struct	8	25	4	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ImportAddressTableDataDirectory.java
TODO	struct	9	25	92	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ImportDescriptor.java
TODO	struct	10	25	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/PEx64UnwindInfoDataType.java
TODO	struct	10	24	2	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ROMHeader.java
TODO	struct	11	2	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/resource/ResourceDataEntry.java
TODO	struct	13	2	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/resource/ResourceDirectoryStringU.java
TODO	struct	12	2	76	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/resource/ResourceDirectoryEntry.java
TODO	struct	11	1	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/resource/ResourceDirectoryString.java
TODO	struct	11	2	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/resource/VS_VERSION_CHILD.java
TODO	struct	11	1	72	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/resource/VS_VERSION_INFO.java
TODO	struct	11	2	71	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/datatype/microsoft/GroupIconResourceDataType.java
TODO	struct	11	9	72	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/datatype/microsoft/GuidDataType.java
TODO	struct	11	2	72	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/datatype/microsoft/HTMLResourceDataType.java
TODO	struct	15	6	65	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/DBTraceTimeViewport.java
TODO	struct	15	5	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/DBTraceUserData.java
TODO	struct	17	47	17	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DBStringMapAdapter.java
TODO	struct	18	21	24	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/map/NormalizedAddressSet.java
TODO	struct	17	45	18	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DataTypeArchiveDBChangeSet.java
TODO	struct	20	2	2	generic	Ghidra/Framework/Generic/src/main/java/generic/timer/GhidraTimerFactory.java
TODO	struct	19	19	48	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DomainObjectChangeSupport.java
TODO	struct	18	18	8	framework	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/framework/data/DomainObjectEventQueues.java
TODO	struct	19	21	35	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/LockingTaskMonitor.java
TODO	struct	18	20	9	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/AbstractTransactionManager.java
TODO	struct	19	7	2	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/CheckoutManager.java
TODO	struct	20	9	1	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/LocalUnknownFolderItem.java
TODO	struct	19	12	1	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/IndexedV1LocalFileSystem.java
TODO	struct	21	8	39	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/LockFile.java
TODO	struct	20	3	3	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/db/PackedDatabaseCache.java
TODO	struct	20	2	9	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/db/VersionedDatabase.java
TODO	struct	19	13	12	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/LocalDatabaseItem.java
TODO	struct	20	9	41	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/MangledLocalFileSystem.java
TODO	struct	19	6	2	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/LocalFilesystemTestUtils.java
TODO	struct	19	9	1	framework	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/local/LocalTextDataItem.java
TODO	struct	18	18	16	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/ConvertFileSystem.java
TODO	struct	18	18	3	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DBContentHandler.java
TODO	struct	18	18	42	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DBWithUserDataContentHandler.java
TODO	struct	18	20	9	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DomainFileIndex.java
TODO	struct	18	18	9	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DomainFolderChangeListenerList.java
TODO	struct	19	21	34	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/ToolState.java
TODO	struct	19	20	2	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/ToolStateFactory.java
TODO	struct	18	19	12	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DomainObjectDBTransaction.java
TODO	struct	18	20	49	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/DomainObjectTransactionManager.java
TODO	struct	18	26	49	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/GhidraFolder.java
TODO	struct	18	18	17	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/MetadataManager.java
TODO	struct	18	18	1	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/RootGhidraFolder.java
TODO	struct	18	20	2	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/RootGhidraFolderData.java
TODO	struct	18	18	2	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/SynchronizedTransaction.java
TODO	struct	18	18	10	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/SynchronizedTransactionManager.java
TODO	struct	18	21	1	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/TransientDataManager.java
TODO	struct	18	18	1	framework	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/URLLinkObject.java
TODO	struct	17	45	63	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DataTypeArchiveMergeManagerFactory.java
TODO	struct	17	44	41	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/IntRangeMapDB.java
TODO	struct	17	44	12	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ObsoleteProgramPropertiesService.java
TODO	struct	18	53	24	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramOverlayAddressSpace.java
TODO	struct	17	44	18	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/OverlaySpaceDBAdapterV0.java
TODO	struct	17	44	18	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/OverlaySpaceDBAdapterV1.java
TODO	struct	18	4	24	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/util/SynchronizedAddressSetCollection.java
TODO	struct	17	49	43	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramDBChangeSet.java
TODO	struct	17	45	63	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramMultiUserMergeManagerFactory.java
TODO	struct	17	45	92	program	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProjectDataTypeManager.java
TODO	struct	16	2	38	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/address/TraceAddressFactory.java
TODO	struct	18	35	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/ForwardRecordIterator.java
TODO	struct	18	35	17	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/SchemaBuilder.java
TODO	struct	17	35	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBCachedObjectStoreFoundKeysValueCollection.java
TODO	struct	17	38	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBCachedObjectStoreValueCollection.java
TODO	struct	17	35	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DebuggerFactoryAdapter.java
TODO	struct	16	37	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBCachedObjectStoreEntrySubSet.java
TODO	struct	16	37	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBCachedObjectStoreKeySubSet.java
TODO	struct	17	36	2	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBCachedObjectStoreValueSubCollection.java
TODO	struct	16	36	4	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBCachedObjectStoreSubMap.java
TODO	struct	15	10	36	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/address/DBTraceOverlaySpaceAdapter.java
TODO	struct	19	5	2	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/DBTraceObjectValueBehind.java
TODO	struct	25	12	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/DBTreeRecord.java
TODO	struct	24	12	2	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/DBTreeDataRecord.java
TODO	struct	23	7	2	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/AbstractConstraintsTreeSpatialMap.java
TODO	struct	23	10	2	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/DBTreeNodeRecord.java
TODO	struct	22	5	5	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/AbstractRStarConstraintsTree.java
TODO	struct	21	2	8	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/hyper/AbstractHyperRStarTree.java
TODO	struct	20	9	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/ValueSpace.java
TODO	struct	19	6	2	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/TraceObjectValueQuery.java
TODO	struct	18	3	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/DBTraceObjectDBFieldCodec.java
TODO	struct	18	3	65	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/DBTraceObjectValueMapAddressSetView.java
TODO	struct	18	4	2	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/DBTraceObjectValueNode.java
TODO	struct	18	3	66	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/DBTraceObjectValueWriteBehindCache.java
TODO	struct	18	4	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/ImmutableValueShape.java
TODO	struct	19	31	24	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/memory/TraceMemorySpaceInputStream.java
TODO	struct	20	9	40	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/schedule/PatchStep.java
TODO	struct	20	7	2	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/schedule/Sequence.java
TODO	struct	20	7	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/schedule/SkipStep.java
TODO	struct	20	9	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/time/schedule/TickStep.java
TODO	struct	18	15	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/util/TraceViewportSpanIterator.java
TODO	struct	17	3	46	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/breakpoint/DBTraceBreakpointLocation.java
TODO	struct	17	2	10	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/thread/DBTraceThread.java
TODO	struct	17	15	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/schema/SchemaBuilder.java
TODO	struct	17	38	4	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/schema/XmlSchemaContext.java
TODO	struct	15	4	2	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/breakpoint/DBTraceBreakpointManager.java
TODO	struct	16	19	41	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/DBTraceUtils.java
TODO	struct	17	21	49	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/map/DBTraceAddressSnapRangePropertyMapSpace.java
TODO	struct	17	14	1	util	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/spatial/rect/Rectangle2DDirection.java
TODO	struct	16	6	3	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/map/AbstractDBTraceAddressSnapRangePropertyMapOcclusionIterable.java
TODO	struct	17	19	3	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/thread/DBTraceThreadManager.java
TODO	struct	16	5	100	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/map/AbstractDBTracePropertyMap.java
TODO	struct	16	5	3	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/map/DBTraceAddressSnapRangePropertyMapOcclusionIntoFutureIterable.java
TODO	struct	16	5	3	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/map/DBTraceAddressSnapRangePropertyMapOcclusionIntoPastIterable.java
TODO	struct	15	2	27	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/data/DBTraceDataSettingsAdapter.java
TODO	struct	15	5	74	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/data/DBTraceDataTypeManager.java
TODO	struct	15	2	4	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/guest/DBTraceObjectRegisterSupport.java
TODO	struct	16	8	26	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/AbstractBaseDBTraceCodeUnitsView.java
TODO	struct	17	4	25	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/DBTraceCacheForContainingQueries.java
TODO	struct	17	3	25	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/DBTraceCacheForSequenceQueries.java
TODO	struct	17	4	64	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/context/DBTraceRegisterContextSpace.java
TODO	struct	18	2	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/memory/DBTraceMemBuffer.java
TODO	struct	19	5	34	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/memory/DBTraceMemoryBufferEntry.java
TODO	struct	18	2	18	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/memory/DBTraceMemoryBlockEntry.java
TODO	struct	18	2	3	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/memory/DBTraceMemoryStateEntry.java
TODO	struct	16	7	40	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/AbstractBaseDBTraceDefinedUnitsView.java
TODO	struct	16	8	65	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/AbstractComposedDBTraceCodeUnitsView.java
TODO	struct	17	10	27	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/UndefinedDBTraceData.java
TODO	struct	16	7	28	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/AbstractWithUndefinedDBTraceCodeUnitsMemoryView.java
TODO	struct	17	6	2	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceCodeUnitsView.java
TODO	struct	16	4	28	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceCodeUnitsMemoryView.java
TODO	struct	17	6	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceDataView.java
TODO	struct	16	4	3	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceDataMemoryView.java
TODO	struct	17	6	100	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceDefinedDataView.java
TODO	struct	16	4	2	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceDefinedDataMemoryView.java
TODO	struct	16	4	1	trace	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceDefinedUnitsMemoryView.java
