class	fanin	path
MergeProgram	49	Ghidra/Features/Base/src/test/java/ghidra/program/database/MergeProgram.java
MergeProgramGenerator	49	Ghidra/Features/Base/src/test/java/ghidra/program/database/MergeProgramGenerator.java
MergeProgramModifier	49	Ghidra/Features/Base/src/test/java/ghidra/program/database/MergeProgramModifier.java
PcodeEmulator	49	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/PcodeEmulator.java
ProgramDBChangeSet	49	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramDBChangeSet.java
ProgramDropProvider	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/ProgramDropProvider.java
ProgramLinkContentHandler	49	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramLinkContentHandler.java
QueryOpinionService	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/QueryOpinionService.java
QueryResult	49	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/QueryResult.java
SchemaContext	49	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/schema/SchemaContext.java
VisualGraphLayout	49	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/VisualGraphLayout.java
AbstractAssemblyResolution	48	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AbstractAssemblyResolution.java
AbstractGhidraHeadedDebuggerTest	48	Ghidra/Debug/Debugger/src/test/java/ghidra/app/plugin/core/debug/gui/AbstractGhidraHeadedDebuggerTest.java
AbstractOpBehaviorTest	48	Ghidra/Framework/Emulation/src/test/java/ghidra/pcode/opbehavior/AbstractOpBehaviorTest.java
AbstractOpenCloseField	48	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AbstractOpenCloseField.java
AbstractSimpleVisualGraphTest	48	Ghidra/Framework/Graph/src/test.slow/java/ghidra/graph/viewer/AbstractSimpleVisualGraphTest.java
AnchoredLayout	48	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/support/AnchoredLayout.java
DataTypeNamingUtil	48	Ghidra/Features/Base/src/main/java/ghidra/app/util/DataTypeNamingUtil.java
DatabaseInformation	48	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/description/DatabaseInformation.java
DecompilerConcurrentQ	48	Ghidra/Features/Decompiler/src/main/java/ghidra/app/util/DecompilerConcurrentQ.java
DecompilerPanel	48	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/DecompilerPanel.java
FileOpenDropHandler	48	Ghidra/Framework/Project/src/main/java/ghidra/app/util/FileOpenDropHandler.java
FloatFormatFactory	48	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcode/floatformat/FloatFormatFactory.java
FunctionGraph	48	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/FunctionGraph.java
GDirectedGraph	48	Ghidra/Framework/Graph/src/main/java/ghidra/graph/GDirectedGraph.java
ItemCheckoutStatus	48	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/ItemCheckoutStatus.java
LoadCommand	48	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/LoadCommand.java
LoadResults	48	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/LoadResults.java
MergeTestFacilitator	48	Ghidra/Features/Base/src/test/java/ghidra/program/database/MergeTestFacilitator.java
MnemonicFieldFactory	48	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/MnemonicFieldFactory.java
ModuleInitializer	48	Ghidra/Framework/Generic/src/main/java/ghidra/framework/ModuleInitializer.java
NamespaceWrappedOption	48	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/NamespaceWrappedOption.java
ProgramActionContext	48	Ghidra/Features/Base/src/main/java/ghidra/app/context/ProgramActionContext.java
TestUtils	48	Ghidra/Framework/Generic/src/main/java/generic/test/TestUtils.java
ToolUtils	48	Ghidra/Framework/Project/src/main/java/ghidra/framework/ToolUtils.java
VisualGraphLayeredPaneButton	48	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/VisualGraphLayeredPaneButton.java
VisualGraphScalingControl	48	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/VisualGraphScalingControl.java
XRefFieldFactory	48	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/XRefFieldFactory.java
AbstractConstantPoolInfoJava	47	Ghidra/Processors/JVM/src/main/java/ghidra/javaclass/format/constantpool/AbstractConstantPoolInfoJava.java
AbstractOffsetFieldFactory	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AbstractOffsetFieldFactory.java
AbstractVariableFieldFactory	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AbstractVariableFieldFactory.java
AddressFieldFactory	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AddressFieldFactory.java
AssemblyConstructState	47	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyConstructState.java
AssemblyDefaultContext	47	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyDefaultContext.java
AssemblyOperandState	47	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyOperandState.java
ClassFieldMsAttributes	47	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/ClassFieldMsAttributes.java
CodeUnitInfo	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/CodeUnitInfo.java
DBAnnotatedField	47	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/annot/DBAnnotatedField.java
DBStringMapAdapter	47	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DBStringMapAdapter.java
DataTypesProvider	47	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/DataTypesProvider.java
EmptyBorderButton	47	Ghidra/Framework/Docking/src/main/java/docking/widgets/EmptyBorderButton.java
EolComments	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/EolComments.java
EolExtraCommentsOption	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/EolExtraCommentsOption.java
FGViewUpdater	47	Ghidra/Features/FunctionGraph/src/main/java/ghidra/graph/viewer/FGViewUpdater.java
FieldHighlightFactory	47	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/support/FieldHighlightFactory.java
FunctionDescription	47	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/description/FunctionDescription.java
GEdge	47	Ghidra/Framework/Graph/src/main/java/ghidra/graph/GEdge.java
GraphComponentTest	47	Ghidra/Framework/Graph/src/test.slow/java/ghidra/graph/viewer/GraphComponentTest.java
GraphViewerTest	47	Ghidra/Framework/Graph/src/test.slow/java/ghidra/graph/viewer/GraphViewerTest.java
ListingFieldHighlightFactoryAdapter	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/ListingFieldHighlightFactoryAdapter.java
NamespaceCache	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/NamespaceCache.java
NamespaceChooserDialog	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/NamespaceChooserDialog.java
OptionListener	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/OptionListener.java
PseudoCodeUnit	47	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/PseudoCodeUnit.java
PseudoData	47	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/PseudoData.java
PseudoDisassemblerContext	47	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/PseudoDisassemblerContext.java
RegisterFieldFactory	47	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/RegisterFieldFactory.java
SwiftNode	47	Ghidra/Features/Swift/src/main/java/ghidra/app/util/demangler/swift/nodes/SwiftNode.java
TraceStackFrame	47	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/stack/TraceStackFrame.java
VisualGraphViewTest	47	Ghidra/Framework/Graph/src/test.slow/java/ghidra/graph/viewer/VisualGraphViewTest.java
VisualGraphViewUpdaterTest	47	Ghidra/Framework/Graph/src/test.slow/java/ghidra/graph/viewer/VisualGraphViewUpdaterTest.java
AbstractDecompilerAction	46	Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/actions/AbstractDecompilerAction.java
AbstractMTFModel	46	Ghidra/Features/Base/src/test/java/ghidra/program/database/AbstractMTFModel.java
AbstractOptionBuilder	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/AbstractOptionBuilder.java
ArrayElementWrappedOption	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/ArrayElementWrappedOption.java
AssemblyConstructStateGenerator	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyConstructStateGenerator.java
AssemblyContextGraph	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyContextGraph.java
AssemblyResolutionResults	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyResolutionResults.java
BSimQuery	46	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/BSimQuery.java
BinaryOpBehavior	46	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/opbehavior/BinaryOpBehavior.java
BytesFieldFactory	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/BytesFieldFactory.java
CliAbstractTableRow	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliAbstractTableRow.java
CodeBlockIterator	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/block/CodeBlockIterator.java
ColorAndStyle	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/ColorAndStyle.java
CommentPart	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/CommentPart.java
DBCachedObjectStoreFactory	46	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/DBCachedObjectStoreFactory.java
DataTypeArchiveContentHandler	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DataTypeArchiveContentHandler.java
DataTypeDependencyOrderer	46	Ghidra/Features/Decompiler/src/main/java/ghidra/app/util/DataTypeDependencyOrderer.java
DexHeader	46	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/dex/format/DexHeader.java
DummyFieldFactory	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/DummyFieldFactory.java
EditFieldNameDialog	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/EditFieldNameDialog.java
EolEnablement	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/EolEnablement.java
FieldMouseHandler	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/FieldMouseHandler.java
FunctionSignatureFieldFactory	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/FunctionSignatureFieldFactory.java
FunctionXrefsTableModel	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/FunctionXrefsTableModel.java
GhidraFileOpenDataFlavorHandlerService	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/GhidraFileOpenDataFlavorHandlerService.java
KeyBindingUtils	46	Ghidra/Framework/Docking/src/main/java/docking/actions/KeyBindingUtils.java
KeySpan	46	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/KeySpan.java
ListingModel	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/listingpanel/ListingModel.java
NamespaceDropDownModel	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/NamespaceDropDownModel.java
NamespacePropertyEditor	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/NamespacePropertyEditor.java
NumberInputDialog	46	Ghidra/Framework/Docking/src/main/java/docking/widgets/dialogs/NumberInputDialog.java
OpenCloseField	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/OpenCloseField.java
OptionValidator	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/OptionValidator.java
OptionsDialog	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/OptionsDialog.java
OptionsEditorPanel	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/OptionsEditorPanel.java
OverlaySpaceDBAdapter	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/OverlaySpaceDBAdapter.java
PluggableServiceRegistry	46	Ghidra/Framework/Utility/src/main/java/ghidra/framework/PluggableServiceRegistry.java
ProgramActivatedPluginEvent	46	Ghidra/Features/Base/src/main/java/ghidra/app/events/ProgramActivatedPluginEvent.java
PseudoDataComponent	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/PseudoDataComponent.java
PseudoFlowProcessor	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/PseudoFlowProcessor.java
Recognizer	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/recognizer/Recognizer.java
RefRepeatComment	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/RefRepeatComment.java
RepeatInstructionByteTracker	46	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/util/RepeatInstructionByteTracker.java
ResourceFieldLocation	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/ResourceFieldLocation.java
SpacerFieldFactory	46	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/SpacerFieldFactory.java
StructuredSleigh	46	Ghidra/Features/SystemEmulation/src/main/java/ghidra/pcode/struct/StructuredSleigh.java
AddressFieldOptionsWrappedOption	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/AddressFieldOptionsWrappedOption.java
AddressInputTest	45	Ghidra/Features/Base/src/test.slow/java/ghidra/app/util/AddressInputTest.java
AddressSetEditorPanel	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/AddressSetEditorPanel.java
ArrayElementFieldLocation	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/ArrayElementFieldLocation.java
AssemblyHiddenConstructStateGenerator	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyHiddenConstructStateGenerator.java
AssemblyNopState	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyNopState.java
AssemblyNopStateGenerator	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyNopStateGenerator.java
AssemblyOperandStateGenerator	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyOperandStateGenerator.java
AssemblyStringStateGenerator	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/AssemblyStringStateGenerator.java
BrowserCodeUnitFormatOptions	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/BrowserCodeUnitFormatOptions.java
CodeUnitInfoTransferable	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/CodeUnitInfoTransferable.java
CommentFieldMouseHandler	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/CommentFieldMouseHandler.java
CommentTypes	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/CommentTypes.java
DBAnnotatedColumn	45	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/database/annot/DBAnnotatedColumn.java
DataTypeArchiveDBChangeSet	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DataTypeArchiveDBChangeSet.java
DataTypeArchiveMergeManagerFactory	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/DataTypeArchiveMergeManagerFactory.java
DefaultAssemblyResolutionFactory	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/DefaultAssemblyResolutionFactory.java
DefaultAssemblyResolvedBackfill	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/DefaultAssemblyResolvedBackfill.java
DefaultAssemblyResolvedError	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/DefaultAssemblyResolvedError.java
DefaultAssemblyResolvedPatterns	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/sem/DefaultAssemblyResolvedPatterns.java
EolCommentFieldFactory	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/EolCommentFieldFactory.java
EolExtraCommentsPropertyEditor	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/EolExtraCommentsPropertyEditor.java
FieldNameFieldFactory	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/FieldNameFieldFactory.java
FieldUtils	45	Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/support/FieldUtils.java
FolderItem	45	Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/FolderItem.java
FunctionOpenCloseField	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/FunctionOpenCloseField.java
GDHtmlLabel	45	Ghidra/Framework/Docking/src/main/java/docking/widgets/label/GDHtmlLabel.java
HexLong	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/HexLong.java
ImageFactoryField	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/ImageFactoryField.java
InMemoryProgramMTFModel	45	Ghidra/Features/Base/src/test/java/ghidra/program/database/InMemoryProgramMTFModel.java
LabelFieldSymbolLoader	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/LabelFieldSymbolLoader.java
LinkHandler	45	Ghidra/Framework/Project/src/main/java/ghidra/framework/data/LinkHandler.java
MachoLoader	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/MachoLoader.java
MemoryBlockUtilTest	45	Ghidra/Features/Base/src/test.slow/java/ghidra/app/util/MemoryBlockUtilTest.java
MultiIcon	45	Ghidra/Framework/Gui/src/main/java/resources/MultiIcon.java
NamespaceCacheTest	45	Ghidra/Features/Base/src/test/java/ghidra/app/util/NamespaceCacheTest.java
OptionsBasedDataTypeDisplayOptions	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/OptionsBasedDataTypeDisplayOptions.java
OverlayRegionSupplier	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/OverlayRegionSupplier.java
Permissions	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/Permissions.java
ProcessorInfo	45	Ghidra/Features/Base/src/main/java/ghidra/app/util/ProcessorInfo.java
ProgramMultiUserMergeManagerFactory	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramMultiUserMergeManagerFactory.java
ProgramUserDataDB	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramUserDataDB.java
ProjectDataTypeManager	45	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProjectDataTypeManager.java
